ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-009043,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"To whom it may concern,

This is unacceptable — hitting 429 at 232 req/min — well below documented 2000 req/min limit. 

Looking forward to your response.",2025-02-16,mobile,72
TKT-009052,SaaS / Tech,billing,medium,negative,Credit card on file expired but no notification,"Dear support team,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.",2025-08-22,web,96
TKT-009060,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"Good afternoon,

I can't believe that sSO with Google Workspace broken since 2026-02-08. Users hit error after authenticating.

Thanks,",2025-02-24,mobile,24
TKT-009061,SaaS / Tech,billing,medium,negative,Proration charge on invoice makes no sense,"Invoice shows $54 proration charge but we haven't changed plans or seats in 5 months.

Regards,",2025-06-22,web,8
TKT-009067,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,Invoice shows $44 proration charge but we haven't changed plans or seats in 6 months.,2025-08-19,mobile,24
TKT-009072,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

I expect a quick resolution.",2025-08-20,web,2
TKT-009074,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"This is unacceptable — 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 5 weeks. 

Looking forward to your response.",2025-06-12,email,12
TKT-009076,SaaS / Tech,billing,high,neutral,Tax exemption not applied,"Submitted tax exemption cert for Zenith Digital 8 weeks ago. Still charged 10% sales tax.

Regards,",2025-10-25,web,1
TKT-009077,SaaS / Tech,billing,high,positive,Annual plan invoiced monthly,"Good morning,

Switched to annual plan on 2026-02-02 for 20% discount. Still charged every 30 days. Account: ACC3355034.",2025-08-24,mobile,2
TKT-009080,SaaS / Tech,technical,low,negative,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 23 hours. Users creating duplicates. ",2025-06-01,email,24
TKT-009083,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Hi,

After enforcing 2FA on 2026-02-08, 46 users locked out. Setup flow errors after QR scan.

Regards,",2025-11-30,web,96
TKT-009085,SaaS / Tech,billing,high,negative,Still billed for 41 seats after downgrading to 20,"We are Vertex Analytics. Downgraded from 41 to 20 seats on 2026-01-22. Latest invoice still shows 41 seats at $417/seat. 

Please help ASAP.",2025-08-19,chat,1
TKT-009088,SaaS / Tech,account,medium,positive,Invited user gets Access Denied after accepting,"Invited Yusuf White to Vanguard Tech workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2025-02-26,chat,12
TKT-009093,SaaS / Tech,billing,high,positive,REST API intermittent 500 errors,"Hi,

NexaTech integration receiving HTTP 500 since 2026-02-10. Happens every 19 min. Request IDs: REF-55435, REF-71523. 

Regards,",2025-08-27,web,48
TKT-009097,SaaS / Tech,technical,high,positive,SAML SSO broken after v3.4 update,"To whom it may concern,

SSO with Azure AD broken since 2026-02-10. Users hit error after authenticating.",2025-05-17,web,4
TKT-009098,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Good morning,

Import fails at validation for CSVs over 320 rows. Using official template exactly.

Looking forward to your response.",2025-10-31,email,1
TKT-009101,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

Vanguard Tech account has 30% partner discount agreed with David Jackson on 2026-01-29. Renewal invoice REF-15332 doesn't include it. 

Please help ASAP.",2025-06-19,web,8
TKT-009108,SaaS / Tech,account,low,neutral,Audit logs missing critical actions,"Good morning,

Compliance team found permission changes missing from audit log.",2025-10-12,chat,120
TKT-009110,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hitting 429 at 309 req/min — well below documented 1000 req/min limit.

Looking forward to your response.",2025-11-10,email,24
TKT-009114,SaaS / Tech,account,low,neutral,Audit logs missing critical actions,"Hey,

Compliance team found permission changes missing from audit log.",2025-09-06,email,72
TKT-009116,SaaS / Tech,billing,medium,neutral,Annual plan invoiced monthly,"Hi,

Switched to annual plan on 2026-01-01 for 20% discount. Still charged every 30 days. Account: ACC5060051.

Looking forward to your response.",2025-11-19,web,96
TKT-009120,SaaS / Tech,account,low,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Kevin Ahmed on 2026-02-05. Still shows 'Pending Approval'.

Please help ASAP.",2025-05-05,email,72
TKT-009121,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hi there,

Switched to annual plan on 2026-01-14 for 20% discount. Still charged every 30 days. Account: ACC4698101.",2025-04-23,mobile,8
TKT-009122,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Hey,

I'm really frustrated because submitted tax exemption cert for Vanguard Tech 7 weeks ago. Still charged 6% sales tax. This has been going on for too long.",2025-09-14,chat,24
TKT-009124,SaaS / Tech,technical,high,neutral,Dashboard loading 63+ seconds,"Main analytics dashboard takes 43+ seconds since 2026-02-07. Team of 19 blocked.

Best,",2025-09-28,chat,8
TKT-009125,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Good afternoon,

Added DNS TXT on 2026-02-07. Still 'Pending Verification' after 119 hours. DNS propagated.

Regards,",2025-12-01,web,48
TKT-009127,SaaS / Tech,technical,high,negative,Dashboard loading 55+ seconds,"Good afternoon,

Main analytics dashboard takes 78+ seconds since 2026-02-07. Team of 43 blocked. This has been going on for too long.

Please help ASAP.",2025-08-01,mobile,4
TKT-009128,SaaS / Tech,technical,high,positive,REST API intermittent 500 errors,"To whom it may concern,

Zenith Digital integration receiving HTTP 500 since 2026-02-09. Happens every 17 min. Request IDs: REF-10564, REF-81410.

Looking forward to your response.",2025-05-02,mobile,1
TKT-009129,SaaS / Tech,technical,high,negative,Dashboard loading 30+ seconds,"Main analytics dashboard takes 35+ seconds since 2026-02-10. Team of 8 blocked.

Best,",2025-12-15,web,8
TKT-009134,SaaS / Tech,account,medium,positive,Audit logs missing critical actions,"Compliance team found file deletions missing from audit log.

Thank you,",2026-02-04,email,96
TKT-009135,SaaS / Tech,account,medium,negative,Custom domain stuck Unverified after 72 hours,"Dear support team,

I'm really frustrated because added DNS TXT on 2026-02-09. Still 'Pending Verification' after 78 hours. DNS propagated. This has been going on for too long.

Thank you,",2025-05-09,email,48
TKT-009140,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Good afternoon,

Compliance team found permission changes missing from audit log.

Thanks,",2025-09-21,chat,24
TKT-009147,SaaS / Tech,technical,high,neutral,Bulk CSV import failing above 500 rows,"Hey,

Import fails at validation for CSVs over 466 rows. Using official template exactly.",2026-01-04,web,4
TKT-009149,SaaS / Tech,technical,high,neutral,Search index not updating after record creation,"Hello,

New records don't appear in search for up to 35 hours. Users creating duplicates.

Regards,",2025-12-21,email,8
TKT-009151,SaaS / Tech,delivery,high,neutral,Bulk CSV import failing above 500 rows,"To whom it may concern,

Import fails at validation for CSVs over 517 rows. Using official template exactly.",2025-12-18,chat,12
TKT-009156,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Good morning,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

Please help ASAP.",2025-08-02,web,96
TKT-009164,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Dear support team,

I'm really frustrated because 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks. This is very urgent.

Thank you,",2025-08-25,mobile,4
TKT-009166,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"Hello,

New records don't appear in search for up to 28 hours. Users creating duplicates.

Best,",2025-02-26,web,24
TKT-009168,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"I can't believe that webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs. I need this resolved immediately.

Looking forward to your response.",2025-11-19,chat,8
TKT-009169,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"Hello,

Web changes take 2 hours to appear on mobile. Field team working with stale data.

Best,",2025-03-24,mobile,24
TKT-009173,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Good morning,

Invoice shows $19 proration charge but we haven't changed plans or seats in 5 months.

Thank you,",2025-04-23,mobile,1
TKT-009174,SaaS / Tech,account,medium,positive,SSO users have no password fallback,"To whom it may concern,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Best,",2025-11-19,chat,24
TKT-009179,SaaS / Tech,billing,low,negative,Invoice PDF download returns 403 error,"Good afternoon,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 2 weeks. Please fix this as soon as possible.

Best,",2025-07-17,mobile,96
TKT-009190,SaaS / Tech,technical,medium,negative,SAML SSO broken after v4.1 update,"SSO with Okta broken since 2026-02-07. Users hit error after authenticating.

Please help ASAP.",2025-08-14,web,72
TKT-009191,SaaS / Tech,billing,high,positive,Partner discount missing from renewal,"Good morning,

Meridian Labs account has 30% partner discount agreed with Jessica Thompson on 2026-01-06. Renewal invoice REF-84963 doesn't include it.",2025-04-25,web,8
TKT-009192,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Hello,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Looking forward to your response.",2025-10-04,email,96
TKT-009193,SaaS / Tech,technical,high,negative,Dashboard loading 72+ seconds,"Good afternoon,

I'm really frustrated because main analytics dashboard takes 86+ seconds since 2026-02-07. Team of 48 blocked. 

Please help ASAP.",2025-07-31,email,4
TKT-009199,SaaS / Tech,billing,medium,negative,Workspace suspended despite payment,"I'm really frustrated because payment failed on 2026-02-11. Updated and paid within 2 hours. Workspace still suspended 3 days later. This is very urgent.

Regards,",2025-12-18,mobile,24
TKT-009201,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Hello,

Refresh requests return 401 even with valid tokens. Sessions expire every 38 minutes.

Thank you,",2025-02-13,chat,24
TKT-009203,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"Hi there,

This is unacceptable — sSO with Google Workspace broken since 2026-02-11. Users hit error after authenticating.

Thanks,",2025-10-26,mobile,48
TKT-009204,SaaS / Tech,billing,high,neutral,Partner discount missing from renewal,"Dear support team,

Meridian Labs account has 30% partner discount agreed with Fatima Ahmed on 2026-01-03. Renewal invoice REF-35336 doesn't include it.

I expect a quick resolution.",2025-04-15,email,12
TKT-009207,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks.

I expect a quick resolution.",2025-12-13,web,4
TKT-009209,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hey,

I can't believe that hitting 429 at 139 req/min — well below documented 1000 req/min limit.",2025-07-19,web,4
TKT-009212,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Dear support team,

Refresh requests return 401 even with valid tokens. Sessions expire every 39 minutes.

Regards,",2025-11-24,email,4
TKT-009219,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hello,

Signed up for 14-day trial on 2026-01-25. $696 charge appeared on day 4. Never upgraded. 

Thank you,",2025-12-19,web,1
TKT-009221,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.",2026-01-10,mobile,12
TKT-009223,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Hi there,

I'm really frustrated because every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-09.

Thank you,",2025-11-07,mobile,1
TKT-009224,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Hi there,

Import fails at validation for CSVs over 521 rows. Using official template exactly. 

I expect a quick resolution.",2026-01-28,chat,1
TKT-009227,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Good morning,

After enforcing 2FA on 2026-02-11, 25 users locked out. Setup flow errors after QR scan.

Looking forward to your response.",2025-03-13,mobile,72
TKT-009228,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Hello,

Webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs. Please fix this as soon as possible.",2025-08-19,mobile,2
